              0	  13750	      0
              1	  13750	      0
              2	  13750	      0
              3	  13100	      0
              4	  13100	      0
              5	  13100	      0
              6	  11100	      0
              7	  12200	      0
              8	  12200	      0
              9	  12100	      0
             10	  12100	      0
             11	  11100	      0
             12	  11100	      0
             13	  11100	      0
             14	  11100	      0
             15	  11100	      0
             16	  10675	      0
             17	  10675	      0
             18	  10425	      0
             19	  10425	      0
             20	  10375	      0
             21	  10375	      0
             22	  10375	      0
             23	  10425	      0
             24	  10425	      0
             25	  11025	      0
             26	  11025	      0
             27	  11800	      0
             28	  11800	      0
             29	  11775	      0
             30	  11775	      0
             31	  12250	      0
             32	  12250	      0
             33	  11850	      0
             34	  11850	      0
             35	  12350	      0
             36	  12350	      0
             37	  12700	      0
             38	  12700	      0
             39	  13050	      0
             40	  13625	      0
             41	  13625	      0
             42	  13150	      0
             43	  13150	      0
             44	  12825	      0
             45	  12825	      0
             46	  12775	      0
             47	  12775	      0
             48	  12600	      0
             49	  12600	      0
             50	  12700	      0
             51	  12700	      0
             52	  12350	      0
             53	  12350	      0
             54	  12450	      0
             55	  12450	      0
             56	  12350	      0
             57	  12350	      0
             58	  12300	      0
             59	  12300	      0
             60	  12600	      0
             61	  13100	      0
             62	  13100	      0
             63	  13150	      0
             64	  13150	      0
             65	  13525	      0
             66	  13525	      0
             67	  13100	      0
             68	  13100	      0
             69	  12875	      0
             70	  12875	      0
             71	  12875	      0
             72	  12550	      0
             73	  12550	      0
             74	  12875	      0
             75	  12875	      0
             76	  13525	      0
             77	  13525	      0
             78	  13700	      0
             79	  13700	      0
             80	  13575	      0
             81	  13050	      0
             82	  13050	      0
             83	  13525	      0
             84	  13525	      0
             85	  13400	      0
             86	  13400	      0
             87	  13575	      0
             88	  13575	      0
             89	  13100	      0
             90	  13325	      0
             91	  13325	      0
             92	  13575	      0
             93	  13575	      0
             94	  13825	      0
             95	  13825	      0
             96	  13525	      0
             97	  13950	      0
             98	  13950	      0
             99	  13625	      0
            100	  13625	      0
            101	  12975	      0
            102	  12975	      0
            103	  12975	      0
            104	  12975	      0
            105	  12600	    100
            106	  12600	    100
            107	  12650	    800
            108	  12650	    800
            109	  12650	   1400
            110	  12450	   1400
            111	  12400	   1600
            112	  12650	   1600
            113	  12650	   1500
            114	  13150	   1500
            115	  13150	   1400
            116	  13050	   1400
            117	  13050	   1600
            118	  13450	   1600
            119	  13450	   1800
            120	  13625	   1800
            121	  13950	   2000
            122	  13950	   2000
            123	  14025	   2500
            124	  14025	   2500
            125	  14025	   2800
            126	  14025	   2800
            127	  13625	   2700
            128	  13150	   2700
            129	  13150	   2600
            130	  12825	   2600
            131	  12825	   2200
            132	  12300	   2200
            133	  12300	   1900
            134	  11950	   1900
            135	  11950	   2100
            136	  11900	   2100
            137	  11900	   2200
            138	  11950	   2200
            139	  11950	   2200
            140	  11900	   2200
            141	  11900	   2100
            142	  12300	   2100
            143	  12300	   2100
            144	  12400	   2100
            145	  12400	   2000
            146	  12350	   2000
            147	  12350	   2000
            148	  12875	   2000
            149	  12875	   2100
            150	  12550	   2100
            151	  12550	   2300
            152	  13050	   2300
            153	  13050	   2500
            154	  12775	   2500
            155	  12975	   2500
            156	  12975	   2500
            157	  13525	   2400
            158	  13525	   2400
            159	  13700	   2200
            160	  13700	   2200
            161	  13825	   2100
            162	  13625	   2100
            163	  13625	   2200
            164	  13625	   2200
            165	  13625	   2300
            166	  13525	   2300
            167	  13525	   2400
            168	  13275	   2400
            169	  13275	   2400
            170	  13100	   2400
            171	  12775	   2400
            172	  12775	   2400
            173	  12975	   2300
            174	  12975	   2300
            175	  12550	   2200
            176	  12550	   2200
            177	  12600	   2300
            178	  12600	   2300
            179	  12700	   2300
            180	  12700	   2300
            181	  12700	   2200
            182	  12700	   2200
            183	  12875	   2000
            184	  12875	   2000
            185	  12925	   2100
            186	  13050	   2100
            187	  13050	   2500
            188	  13400	   2500
            189	  13400	   3000
            190	  13400	   3000
            191	  13400	   3400
            192	  13900	   3400
            193	  14150	   3800
            194	  14150	   3800
            195	  14225	   4300
            196	  14225	   4300
            197	  14225	   4800
            198	  14225	   4800
            199	  13825	   5200
            200	  13050	   5200
            201	  13050	   5200
            202	  12550	   5200
            203	  12550	   5200
            204	  12400	   5200
            205	  12400	   5100
            206	  12100	   5100
            207	  12100	   5000
            208	  12000	   5000
            209	  12000	    500
            210	  11850	    500
            211	  11850	    500
            212	  11775	    500
            213	  11775	    400
            214	  11575	    400
            215	  11575	    500
            216	  11625	    500
            217	  11625	    600
            218	  11625	    600
            219	  11675	    600
