185.741	31.8182
185.741	33.2168
184.588	34.3823
183.148	36.4802
181.996	37.4126
180.267	34.8485
180.267	34.8485
180.267	33.9161
180.556	34.6154
180.844	34.8485
180.844	36.014
181.996	37.6457
183.436	38.5781
183.724	39.5105
183.724	38.345
184.3	37.6457
183.724	30.8858
183.724	28.7879
183.724	29.2541
183.724	29.4872
184.3	30.1865
185.453	30.6527
186.029	30.6527
186.029	30.8858
186.029	31.352
185.741	31.5851
185.165	32.0513
184.877	32.7506
186.317	33.2168
187.757	33.4499
188.045	33.4499
188.045	33.683
188.045	34.6154
187.757	35.3147
187.469	35.3147
187.757	36.014
188.045	35.3147
188.621	35.0816
188.045	34.1492
188.045	33.2168
188.045	32.9837
187.757	32.2844
188.909	32.5175
189.486	32.5175
189.198	32.5175
188.909	32.5175
188.333	32.5175
188.045	32.5175
187.757	32.5175
187.181	32.5175
186.605	32.5175
186.317	32.7506
186.029	33.2168
185.453	34.1492
184.588	35.3147
184.012	35.5478
183.724	36.014
183.436	36.4802
183.436	36.4802
183.436	36.4802
184.3	36.4802
185.453	36.4802
186.029	36.014
186.605	35.5478
187.469	35.5478
185.165	35.5478
183.724	35.5478
181.42	35.5478
179.115	36.014
178.251	35.5478
177.963	35.5478
178.251	35.5478
178.539	35.3147
178.827	35.5478
179.979	35.5478
179.691	35.5478
179.691	35.5478
180.844	35.5478
182.284	35.5478
182.86	35.3147
183.148	35.0816
183.724	35.0816
184.012	35.0816
184.588	35.3147
184.588	35.5478
185.453	35.5478
185.165	35.5478
185.165	35.5478
185.453	35.5478
185.741	35.5478
186.029	36.014
186.605	36.9464
187.469	37.4126
188.909	37.4126
192.078	38.1119
190.35	37.4126
189.486	37.4126
189.198	36.9464
188.333	36.4802
187.757	36.4802
187.757	36.4802
187.469	36.4802
187.181	36.4802
186.317	36.4802
185.453	36.2471
184.588	36.014
184.3	36.2471
183.724	36.2471
182.572	36.2471
181.42	36.2471
180.556	36.4802
180.267	36.2471
180.844	36.2471
181.132	36.2471
184.012	36.2471
186.029	36.2471
186.317	36.2471
186.317	36.2471
186.317	36.2471
186.317	36.2471
186.029	36.4802
185.453	36.7133
185.453	36.9464
183.724	36.9464
181.42	36.7133
181.132	36.4802
180.267	36.4802
181.42	36.4802
181.996	36.4802
181.996	36.4802
181.996	36.7133
181.996	36.7133
181.996	36.9464
182.284	36.9464
182.572	36.7133
180.267	36.4802
179.115	36.4802
177.963	36.4802
176.811	36.4802
176.811	36.4802
176.811	36.4802
177.099	36.4802
177.963	36.4802
179.115	36.4802
179.979	36.4802
181.42	36.4802
182.572	36.4802
182.86	36.2471
183.436	36.2471
184.012	36.014
184.012	36.4802
184.012	36.9464
184.012	37.6457
185.453	38.1119
186.893	38.345
187.181	38.8112
187.181	39.2774
186.893	39.5105
186.893	39.9767
186.893	41.3753
186.893	43.007
187.757	45.1049
189.486	47.669
190.062	50.6993
191.214	53.7296
190.062	56.0606
189.198	57.4592
187.181	58.3916
185.741	57.2261
184.588	56.2937
184.012	53.4965
184.3	49.5338
184.588	47.4359
185.165	47.2028
185.165	46.9697
185.165	46.2704
184.877	44.1725
184.3	41.6084
183.724	39.9767
183.724	38.1119
183.436	37.4126
183.148	36.9464
179.979	36.4802
175.37	35.7809
173.354	35.0816
168.169	34.6154
167.016	33.9161
166.44	33.2168
166.44	33.2168
165.576	33.2168
166.728	33.2168
167.016	33.2168
168.169	33.2168
172.49	32.7506
177.099	32.5175
179.115	32.2844
179.691	31.8182
183.436	31.352
182.86	31.1189
182.284	31.1189
181.996	31.1189
181.996	30.6527
181.42	30.4196
179.979	30.1865
175.947	29.7203
172.778	29.2541
172.202	29.021
171.626	28.5548
171.626	28.0886
171.914	28.0886
176.811	27.6224
173.642	27.1562
170.761	27.1562
